alpha,Q11,Q22
0.0,0.0,2.567490545683045e-06
0.14358446549404996,0.0,2.567490545683045e-06
0.1666666665,0.0,0.007208937721132304
0.17795275572755906,0.0,0.010259891822515502
0.1892388449551181,0.0,0.01649033722905261
0.20052493418267717,0.0,0.02572538980329658
0.21181102341023622,0.0,0.03779016540780031
0.22309711263779528,0.0,0.05250977990511677
0.23438320186535433,0.0,0.06970934915779886
0.24566929109291338,0.0,0.08921398902839955
0.25695538032047244,0.0,0.1108488153794717
0.2682414695480315,0.0,0.13443894407356835
0.27952755877559055,0.0,0.15980949097324226
0.29081364800314957,0.0,0.18678557194104642
0.30209973723070865,0.0,0.21519230283953394
0.31338582645826774,0.0,0.24485479953125766
0.32467191568582676,0.0,0.2755981778787703
0.3359580049133858,0.0,0.3072475537446249
0.34724409414094487,0.0,0.3396280429913747
0.35853018336850395,0.0,0.37256476148157236
0.369816272596063,0.0,0.40588289343958267
0.381102361823622,0.0,0.4394139316428043
0.3923884510511811,0.0,0.47300068575519083
0.40367454027874017,0.0,0.5064871440094127
0.4149606295062992,0.0,0.5397172946381411
0.4262467187338583,0.0,0.5725351258740472
0.4375328079614173,0.0,0.6047846259498015
0.44881889718897633,0.0,0.6363097830980755
0.4601049864165354,0.0,0.6669545855515401
0.4713910756440945,0.0,0.696563021542866
0.4826771648716535,0.0,0.724979079304724
0.49396325409921255,0.0,0.7520467470697857
0.5052493433267716,0.0,0.7776100130707215
0.5165354325543308,0.0,0.8015128655402027
0.5278215217818898,0.0,0.8235992927109
0.5391076110094488,0.0,0.8437194053245286
0.5503937002370078,0.0,0.8618567311157637
0.5616797894645669,0.0,0.8781242283964622
0.5729658786921259,0.0,0.8926401804743734
0.5842519679196849,0.0,0.9055228706572461
0.5955380571472441,0.0,0.9168905822528294
0.6068241463748032,0.0,0.9268615985688718
0.6181102356023622,0.0,0.9355542029131234
0.6293963248299212,0.0,0.9430866785933324
0.6406824140574803,0.0,0.9495773089172483
0.6519685032850393,0.0,0.9551443771926201
0.6632545925125983,0.0,0.9599061667271966
0.6745406817401574,0.0,0.9639809608287268
0.6858267709677166,0.0,0.9674870428049598
0.6971128601952756,0.0,0.9705426959636452
0.7083989494228347,0.0,0.9732594235953436
0.7196850386503937,0.0,0.9756885590279012
0.793646302451566,3.2044333152599608e-06,0.9858606917203893
0.7999999992,0.042925061998174883,0.9863893899013251
0.8062992117921259,0.07276437595260368,0.9868556785364805
0.8125984243842519,0.10177036180709692,0.9872961279612519
0.818897636976378,0.12995612604181486,0.9877004024914855
0.8251968495685039,0.15733477513691638,0.9880727479812466
0.8314960621606299,0.18391941557256175,0.9884259360467241
0.8377952747527558,0.20972315382891077,0.9887456584250431
0.8440944873448819,0.23475909638612372,0.9890574696999127
0.8503936999370079,0.2590403497243595,0.9893412677563753
0.8566929125291338,0.28258002032377827,0.9896204899267733
0.8629921251212598,0.30539121466454,0.9898859844389772
0.8692913377133858,0.3274870392268047,0.99014732480714
0.8755905503055118,0.34888060049073166,0.9904037557323446
0.8818897628976378,0.3695850049364808,0.990655478444431
0.8881889754897637,0.38961335904421207,0.9909048470499584
0.8944881880818898,0.40897876929408555,0.9911480894263093
0.9007874006740157,0.42769434216626045,0.9913898782510094
0.9070866132661417,0.44577318414089684,0.9916253049391145
0.9133858258582677,0.4632284016981545,0.9918587250712334
0.9196850384503936,0.4800731013181934,0.9920872721388144
0.9259842510425197,0.4963203894811735,0.9923124098421954
0.9322834636346456,0.5119833726672539,0.9925341381813765
0.9385826762267716,0.527075157356595,0.9927510797198623
0.9448818888188977,0.5416088500293567,0.9929660502227678
0.9511811014110236,0.5555975571656983,0.9931748818602019
0.9574803140031496,0.5690543852457797,0.9933823259124532
0.9637795265952755,0.5819924407497609,0.9935839634191815
0.9700787391874015,0.5944248301578017,0.9937834092059427
0.9763779517795275,0.6063646599500618,0.9939784715527692
0.9826771643716535,0.6178250366067013,0.9941700053378828
0.9889763769637795,0.6288190666078798,0.9943585534169318
0.9952755895559054,0.6393598564337568,0.9945422614642412
1.0015748021480315,0.6494605125644928,0.9947243561676373
1.0078740147401575,0.6591341414802467,0.9949003247409854
1.0141732273322834,0.6683938496611792,0.9950749716956192
1.0204724399244094,0.6772527435874495,0.9952443423240829
1.0267716525165353,0.6857239297392175,0.9954113614403168
1.0330708651086613,0.6938205145966432,0.9955744613695012
1.0393700777007875,0.7015556046398869,0.9957339389111785
1.0456692902929134,0.708942306349107,0.9958908290332079
1.0519685028850394,0.7159937262044646,0.9960428512641716
1.0582677154771654,0.7227229706861185,0.9961935924711706
1.0645669280692913,0.7291431462742296,0.9963382456552637
1.0708661406614173,0.7352673594489569,0.9964816431871107
1.0771653532535432,0.7411087166904604,0.9966202692404222
1.0834645658456692,0.7466803244789003,0.9967564093609601
1.0897637784377951,0.7519952892944356,0.9968890691756147
1.096062991029921,0.7570667176172268,0.9970180381486865
1.102362203622047,0.7619077159274334,0.9971447926168088
1.1086614162141732,0.7665313907052155,0.9972666767062576
1.1149606288062992,0.7709508484307326,0.99738734573821
1.1212598413984252,0.7751791955841443,0.9975024721896408
1.1275590539905511,0.779229538645611,0.9976161679735318
1.133858266582677,0.783114984095292,0.9977255717548035
1.140157479174803,0.7868486384133475,0.997832380554476
1.1464566917669292,0.790443608079937,0.9979361225577132
1.1527559043590552,0.7939129995752203,0.9980361306370106
1.1590551169511811,0.7972699193793575,0.9981342717543381
1.165354329543307,0.800527473972508,0.998227565377103
1.171653542135433,0.8036987698348321,0.9983197099088397
1.177952754727559,0.806796913446489,0.9984068319307204
1.184251967319685,0.809835011287639,0.9984923736414864
1.190551179911811,0.8128261698384418,0.9985740774538306
1.1968503925039369,0.8157834955790572,0.9986531026074689
1.2031496050960628,0.818719795636553,0.9987294491024012
1.2094488176881888,0.8216409920168836,0.9988020439627548
1.215748030280315,0.8245461216048893,0.9988730940323994
1.222047242872441,0.8274339219323191,0.9989393448633114
1.2283464554645669,0.8303031305309214,0.9990045125696633
1.2346456680566928,0.8331524849324455,0.9990651524651064
1.2409448806488188,0.8359807226686394,0.9991240877775782
1.2472440932409448,0.838786581271252,0.9991796139241073
1.253543305833071,0.8415687982720326,0.999232403106542
1.259842518425197,0.8443261112027289,0.9992828763962817
1.2661417310173229,0.8470572575950903,0.9993296057125225
1.2724409436094488,0.8497609749808652,0.9993750870375969
1.2787401562015748,0.8524360008918024,0.9994158427514868
1.2850393687937007,0.8550810728596508,0.9994555813072847
1.2913385813858267,0.8576949284161586,0.9994912613794027
1.2976377939779526,0.8602763050930747,0.9995251379684114
1.3039370065700786,0.8628239404221483,0.9995560087522376
1.3102362191622046,0.8653365719351273,0.9995841096382998
1.3165354317543305,0.8678129371637606,0.9996102320259589
1.3228346443464565,0.8702517736397976,0.9996326434729178
1.3291338569385827,0.8726518188949862,0.9996540783565344
1.3354330695307086,0.8750118104610755,0.9996708866282329
1.3417322821228346,0.877330485869814,0.9996867437083078
1.3480314947149605,0.8796065826529504,0.9996989862602129
1.3543307073070867,0.8818388383422336,0.9997093518005892
1.3606299198992127,0.8840259904694119,0.9997170895248251
1.3669291324913386,0.8861667765662347,0.9997220497893455
1.3732283450834646,0.8882599341644499,0.9997253435780368
1.3795275576755905,0.8903042007958065,0.9997249848305445
1.3858267702677165,0.8922983139920536,0.9997237154861783
1.3921259828598425,0.8942410112849393,0.9997183040801538
1.3984251954519684,0.8961310302062124,0.9997118273593366
1.4047244080440944,0.8979671082876223,0.9997021546941411
1.4110236206362203,0.8997479830609167,0.9996905568607158
1.4173228332283463,0.9014723920578448,0.9996766838284734
1.4236220458204722,0.9031390728101553,0.9996600511462832
1.4299212584125982,0.9047467628495968,0.9996420386391189
1.4362204710047244,0.9062941997079182,0.9996204573720066
1.4425196835968503,0.9077801209168678,0.9995980314744884
1.4488188961889763,0.9092032640081947,0.9995719226938531
1.4551181087811023,0.9105623665136475,0.9995446598469745
1.4614173213732284,0.9118561659649748,0.9995145942677907
1.4677165339653544,0.9130833998939254,0.9994825807353948
1.4740157465574804,0.9142428058322477,0.9994486192497868
1.4803149591496063,0.9153331213116906,0.9994119412957165
1.4866141717417323,0.916353083864003,0.999374144795809
1.4929133843338582,0.9173014310209335,0.9993328886839075
1.4992125969259842,0.9181769003142306,0.9992908539080683
1.5055118095181101,0.9189782292756432,0.9992455700559348
1.511811022110236,0.9197041554369199,0.9991990687578259
1.518110234702362,0.9203534163298093,0.9991501325677661
1.524409447294488,0.9209247494860603,0.9990992510112304
1.530708659886614,0.9214168924374215,0.999046723375369
1.53700787247874,0.9218285827156416,0.9989915478242497
1.5433070850708661,0.9221585578524694,0.9989354896347111
1.549606297662992,0.9224055553796535,0.9988761063528512
1.555905510255118,0.9225683128289426,0.9988160103735219
1.562204722847244,0.9226455677320853,0.9987530737530024
1.5685039354393702,0.9226360576208305,0.9986888816784939
1.5748031480314961,0.9225385200269269,0.9986225971806707
1.581102360623622,0.922351692482123,0.9985543952748263
1.587401573215748,0.9220743125181673,0.9984848237918237
1.593700785807874,0.9217051176668094,0.9984126983184863
1.5999999984,0.921242845459797,0.9983399007424292